gene	ontology	GO_id	GO_name
fig|657315.3.peg.1	BP	GO:0009372	quorum sensing
fig|657315.3.peg.1	MF	GO:0008233	peptidase activity
fig|657315.3.peg.1	CC	GO:0016021	integral component of membrane
fig|657315.3.peg.224	CC	0016020	membrane	0.693756996469671	0.425640094703	1
fig|657315.3.peg.224	MF	0050662	coenzyme binding	4.264927008625456	0.604562679772	2
fig|657315.3.peg.224	MF	0048037	cofactor binding	3.229235306404093	0.565625462794	3
fig|657315.3.peg.224	MF	0032553	ribonucleotide binding	2.744851703216002	0.545261464605	4
fig|657315.3.peg.224	MF	0097367	carbohydrate derivative binding	2.6979674076006135	0.543198123207	5
fig|657315.3.peg.224	MF	0000166	nucleotide binding	2.4474159100168196	0.531854061217	6
fig|657315.3.peg.224	MF	1901265	nucleoside phosphate binding	2.447415813180104	0.531854056723	7
fig|657315.3.peg.224	MF	0043168	anion binding	2.423677526922968	0.530749751708	8
fig|657315.3.peg.224	MF	0016829	lyase activity	2.352222979457828	0.527392638327	9
fig|657315.3.peg.224	MF	0036094	small molecule binding	2.2801291086397897	0.523953399524	10
fig|657315.3.peg.224	MF	0043167	ion binding	1.6787885220856094	0.492832840203	11
fig|657315.3.peg.224	MF	1901363	heterocyclic compound binding	1.231992033249029	0.465864938236	12
fig|657315.3.peg.224	MF	0097159	organic cyclic compound binding	1.2316842050419328	0.465844802467	13
fig|657315.3.peg.224	MF	0005488	binding	0.8612125255581813	0.439447831615	14
fig|657315.3.peg.224	MF	0003824	catalytic activity	0.3147872450145468	0.386165772433	15
fig|657315.3.peg.227	MF	0003700	DNA-binding transcription factor activity	4.683617865080516	0.618937016906	1
fig|657315.3.peg.227	BP	0006355	regulation of transcription, DNA-templated	3.595139295680298	0.580011579082	1
fig|657315.3.peg.227	MF	0140110	transcription regulator activity	4.632177866681634	0.61720662593	2
fig|657315.3.peg.227	BP	1903506	regulation of nucleic acid-templated transcription	3.5888234114588404	0.579769641249	2
fig|657315.3.peg.227	BP	2001141	regulation of RNA biosynthetic process	3.5462083684715036	0.578131623776	3
fig|657315.3.peg.227	MF	0043565	sequence-specific DNA binding	0.3511013535602094	0.390736526436	3
fig|657315.3.peg.227	BP	2000112	regulation of cellular macromolecule biosynthetic process	3.527937672750291	0.577426329994	4
fig|657315.3.peg.227	MF	0003677	DNA binding	0.2866118078700066	0.382434472467	4
fig|657315.3.peg.227	BP	0051252	regulation of RNA metabolic process	3.525517220842925	0.57733275773	5
fig|657315.3.peg.227	MF	0003676	nucleic acid binding	0.19628582323707128	0.369029634405	5
fig|657315.3.peg.227	BP	0019219	regulation of nucleobase-containing compound metabolic process	3.500593954444016	0.576367374496	6
fig|657315.3.peg.227	MF	1901363	heterocyclic compound binding	0.11402708845741012	0.353730986805	6
fig|657315.3.peg.227	BP	0010556	regulation of macromolecule biosynthetic process	3.4805176172385086	0.575587231417	7
fig|657315.3.peg.227	MF	0097159	organic cyclic compound binding	0.11399859740125638	0.353724860927	7
fig|657315.3.peg.227	BP	0031326	regulation of cellular biosynthetic process	3.476676261306406	0.575437704585	8
fig|657315.3.peg.227	MF	0005488	binding	0.07970957131392613	0.345694146904	8
fig|657315.3.peg.227	BP	0009889	regulation of biosynthetic process	3.474925502984076	0.575369527979	9
fig|657315.3.peg.227	BP	0051171	regulation of nitrogen compound metabolic process	3.3915926923883517	0.572104346257	10
fig|657315.3.peg.227	BP	0010468	regulation of gene expression	3.3895890328391083	0.572025347027	11
fig|657315.3.peg.227	BP	0080090	regulation of primary metabolic process	3.384891001272896	0.571840023912	12
fig|657315.3.peg.227	BP	0031323	regulation of cellular metabolic process	3.361574394163037	0.570918345377	13
fig|657315.3.peg.227	BP	0060255	regulation of macromolecule metabolic process	3.3066650712565253	0.568735133957	14
fig|657315.3.peg.227	BP	0019222	regulation of metabolic process	3.2675775106092964	0.567169936106	15
fig|657315.3.peg.227	BP	0050794	regulation of cellular process	2.6809416240197805	0.542444399507	16
fig|657315.3.peg.227	BP	0050789	regulation of biological process	2.603653171918939	0.53899238991	17
fig|657315.3.peg.227	BP	0065007	biological regulation	2.491952089421159	0.533911530206	18
fig|657315.3.peg.229|ROI_30850	CC	0016021	integral component of membrane	0.8321304817877124	0.437153162411	1
fig|657315.3.peg.229|ROI_30850	CC	0031224	intrinsic component of membrane	0.8301733174922026	0.43699730632	2
fig|657315.3.peg.229|ROI_30850	CC	0044425	membrane part	0.8035785205912348	0.434860969929	3
fig|657315.3.peg.229|ROI_30850	CC	0016020	membrane	0.6940250759904437	0.425663459103	4
fig|657315.3.peg.230|ROI_30860	CC	0016021	integral component of membrane	0.831985115472235	0.43714159267	1
fig|657315.3.peg.230|ROI_30860	CC	0031224	intrinsic component of membrane	0.8300282930771468	0.436985750193	2
fig|657315.3.peg.230|ROI_30860	CC	0044425	membrane part	0.8034381420673232	0.434849600409	3
fig|657315.3.peg.230|ROI_30860	CC	0016020	membrane	0.6939038355475641	0.425652892983	4
fig|657315.3.peg.231|ROI_30870	MF	0003922	GMP synthase (glutamine-hydrolyzing) activity	3.9218750231998656	0.592250079098	1
fig|657315.3.peg.231|ROI_30870	BP	0006177	GMP biosynthetic process	3.568228206622196	0.578979233646	1
fig|657315.3.peg.231|ROI_30870	BP	0046037	GMP metabolic process	3.37384593765927	0.571403822353	2
fig|657315.3.peg.231|ROI_30870	MF	0016884	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	2.77881076590372	0.54674499278	2
fig|657315.3.peg.231|ROI_30870	BP	1901070	guanosine-containing compound biosynthetic process	3.3586563847063235	0.57080277508	3
fig|657315.3.peg.231|ROI_30870	MF	0016879	ligase activity, forming carbon-nitrogen bonds	2.1681586918849436	0.51850218995	3
fig|657315.3.peg.231|ROI_30870	BP	0046129	purine ribonucleoside biosynthetic process	3.0586836040531993	0.558641624732	4
fig|657315.3.peg.231|ROI_30870	MF	0016874	ligase activity	1.7050290436589544	0.494297456546	4
fig|657315.3.peg.231|ROI_30870	BP	0042451	purine nucleoside biosynthetic process	3.058671275879989	0.55864111297	5
fig|657315.3.peg.231|ROI_30870	MF	0016462	pyrophosphatase activity	1.3626819665187142	0.4741977239	5
fig|657315.3.peg.231|ROI_30870	BP	1901068	guanosine-containing compound metabolic process	2.9414839036893428	0.553728959763	6
fig|657315.3.peg.231|ROI_30870	MF	0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	1.357591433114795	0.47388083369	6
fig|657315.3.peg.231|ROI_30870	BP	0046128	purine ribonucleoside metabolic process	2.7008289657247198	0.543324569392	7
fig|657315.3.peg.231|ROI_30870	MF	0016817	hydrolase activity, acting on acid anhydrides	1.3563441961647753	0.473803101514	7
fig|657315.3.peg.231|ROI_30870	BP	0042278	purine nucleoside metabolic process	2.689303280580516	0.542814864376	8
fig|657315.3.peg.231|ROI_30870	MF	0005524	ATP binding	1.0402242176359768	0.452791487903	8
fig|657315.3.peg.231|ROI_30870	BP	0006541	glutamine metabolic process	2.60760702731799	0.539170218282	9
fig|657315.3.peg.231|ROI_30870	MF	0032559	adenyl ribonucleotide binding	1.0355581945925627	0.452458975494	9
fig|657315.3.peg.231|ROI_30870	BP	0042455	ribonucleoside biosynthetic process	2.417503078920217	0.53046163118	10
fig|657315.3.peg.231|ROI_30870	MF	0030554	adenyl nucleotide binding	1.0338619583409856	0.452337911873	10
fig|657315.3.peg.231|ROI_30870	BP	0009163	nucleoside biosynthetic process	2.4065892249581675	0.529951452589	11
fig|657315.3.peg.231|ROI_30870	MF	0035639	purine ribonucleoside triphosphate binding	0.9858787758464059	0.448871154072	11
fig|657315.3.peg.231|ROI_30870	BP	1901659	glycosyl compound biosynthetic process	2.3889168950267115	0.52912288309	12
fig|657315.3.peg.231|ROI_30870	MF	0032555	purine ribonucleotide binding	0.9792796786492133	0.448387830508	12
fig|657315.3.peg.231|ROI_30870	BP	0009119	ribonucleoside metabolic process	2.2768720699035	0.523796747864	13
fig|657315.3.peg.231|ROI_30870	MF	0017076	purine nucleotide binding	0.977678297659486	0.448270298658	13
fig|657315.3.peg.231|ROI_30870	BP	0009064	glutamine family amino acid metabolic process	2.1945220910838383	0.519798110236	14
fig|657315.3.peg.231|ROI_30870	MF	0008144	drug binding	0.972522316511488	0.44789122494	14
fig|657315.3.peg.231|ROI_30870	BP	0009116	nucleoside metabolic process	2.1240686146417076	0.516317162738	15
fig|657315.3.peg.231|ROI_30870	MF	0032553	ribonucleotide binding	0.9621132522311056	0.44712286397	15
fig|657315.3.peg.231|ROI_30870	BP	1901657	glycosyl compound metabolic process	2.1118621183409707	0.515708230919	16
fig|657315.3.peg.231|ROI_30870	MF	0097367	carbohydrate derivative binding	0.9456795767504831	0.445901275999	16
fig|657315.3.peg.231|ROI_30870	BP	0034404	nucleobase-containing small molecule biosynthetic process	2.1034050202390797	0.515285308552	17
fig|657315.3.peg.231|ROI_30870	MF	0000166	nucleotide binding	0.8578573764074618	0.439185097245	17
fig|657315.3.peg.231|ROI_30870	BP	0009168	purine ribonucleoside monophosphate biosynthetic process	2.0460791023184037	0.512395853491	18
fig|657315.3.peg.231|ROI_30870	MF	1901265	nucleoside phosphate binding	0.8578573424646858	0.439185094585	18
fig|657315.3.peg.231|ROI_30870	BP	0009127	purine nucleoside monophosphate biosynthetic process	2.0458858183900497	0.512386043211	19
fig|657315.3.peg.231|ROI_30870	MF	0043168	anion binding	0.8495367035877341	0.438531297921	19
fig|657315.3.peg.231|ROI_30870	BP	0009156	ribonucleoside monophosphate biosynthetic process	1.9443541019048103	0.507167022758	20
fig|657315.3.peg.231|ROI_30870	MF	0036094	small molecule binding	0.7992207483012448	0.434507561433	20
fig|657315.3.peg.231|ROI_30870	BP	0009152	purine ribonucleotide biosynthetic process	1.9392156711112771	0.506899311479	21
fig|657315.3.peg.231|ROI_30870	MF	0016787	hydrolase activity	0.7884465708808847	0.433629634265	21
fig|657315.3.peg.231|ROI_30870	BP	0006164	purine nucleotide biosynthetic process	1.9230940951740643	0.506057070232	22
fig|657315.3.peg.231|ROI_30870	MF	0043167	ion binding	0.5884415113937149	0.416082834954	22
fig|657315.3.peg.231|ROI_30870	BP	0009124	nucleoside monophosphate biosynthetic process	1.9167070984067915	0.505722417715	23
fig|657315.3.peg.231|ROI_30870	MF	1901363	heterocyclic compound binding	0.431832386588777	0.400116662485	23
fig|657315.3.peg.231|ROI_30870	BP	0072522	purine-containing compound biosynthetic process	1.9098940016697492	0.505364824105	24
fig|657315.3.peg.231|ROI_30870	MF	0097159	organic cyclic compound binding	0.4317244880100994	0.400104741233	24
fig|657315.3.peg.231|ROI_30870	BP	0009260	ribonucleotide biosynthetic process	1.8473354857744917	0.502051077879	25
fig|657315.3.peg.231|ROI_30870	MF	0005488	binding	0.30186839706354135	0.384476584848	25
fig|657315.3.peg.231|ROI_30870	BP	0046390	ribose phosphate biosynthetic process	1.8376369212769217	0.501532346724	26
fig|657315.3.peg.231|ROI_30870	MF	0003824	catalytic activity	0.22123488406613784	0.37299570931	26
fig|657315.3.peg.231|ROI_30870	BP	0009165	nucleotide biosynthetic process	1.6978557216185186	0.493898203197	27
fig|657315.3.peg.231|ROI_30870	BP	1901293	nucleoside phosphate biosynthetic process	1.692809920790138	0.493616858095	28
fig|657315.3.peg.231|ROI_30870	BP	1901605	alpha-amino acid metabolic process	1.6329884019632483	0.490248807051	29
fig|657315.3.peg.231|ROI_30870	BP	0009167	purine ribonucleoside monophosphate metabolic process	1.5862509002284497	0.487574249635	30
fig|657315.3.peg.231|ROI_30870	BP	0009126	purine nucleoside monophosphate metabolic process	1.5861648656858327	0.487569290232	31
fig|657315.3.peg.231|ROI_30870	BP	0009161	ribonucleoside monophosphate metabolic process	1.5427013387155595	0.485046427833	32
fig|657315.3.peg.231|ROI_30870	BP	1901137	carbohydrate derivative biosynthetic process	1.5426867490025793	0.485045575041	33
fig|657315.3.peg.231|ROI_30870	BP	0009150	purine ribonucleotide metabolic process	1.5153778533765816	0.483442193949	34
fig|657315.3.peg.231|ROI_30870	BP	0009123	nucleoside monophosphate metabolic process	1.5149890900209886	0.483419264727	35
fig|657315.3.peg.231|ROI_30870	BP	0090407	organophosphate biosynthetic process	1.508526494592726	0.483037669679	36
fig|657315.3.peg.231|ROI_30870	BP	0006163	purine nucleotide metabolic process	1.5072009386613436	0.482959298994	37
fig|657315.3.peg.231|ROI_30870	BP	0072521	purine-containing compound metabolic process	1.4870331468109326	0.481762642349	38
fig|657315.3.peg.231|ROI_30870	BP	0009259	ribonucleotide metabolic process	1.4734445548894015	0.480951781519	39
fig|657315.3.peg.231|ROI_30870	BP	0019693	ribose phosphate metabolic process	1.4498690769726732	0.479536059623	40
fig|657315.3.peg.231|ROI_30870	BP	0006520	cellular amino acid metabolic process	1.4250364641907698	0.478032341979	41
fig|657315.3.peg.231|ROI_30870	BP	0009117	nucleotide metabolic process	1.3579996504511305	0.473906267468	42
fig|657315.3.peg.231|ROI_30870	BP	0006753	nucleoside phosphate metabolic process	1.3542568352028188	0.473672929864	43
fig|657315.3.peg.231|ROI_30870	BP	0044283	small molecule biosynthetic process	1.3133014954559374	0.471098281123	44
fig|657315.3.peg.231|ROI_30870	BP	0034654	nucleobase-containing compound biosynthetic process	1.3037027902237728	0.470489077066	45
fig|657315.3.peg.231|ROI_30870	BP	0055086	nucleobase-containing small molecule metabolic process	1.2774907574908645	0.468813950473	46
fig|657315.3.peg.231|ROI_30870	BP	0019637	organophosphate metabolic process	1.2347108446304236	0.466042672984	47
fig|657315.3.peg.231|ROI_30870	BP	1901135	carbohydrate derivative metabolic process	1.202259821132706	0.463908328612	48
fig|657315.3.peg.231|ROI_30870	BP	0019752	carboxylic acid metabolic process	1.2003315572453093	0.463780602949	49
fig|657315.3.peg.231|ROI_30870	BP	0043436	oxoacid metabolic process	1.1922846628865427	0.46324647659	50
fig|657315.3.peg.231|ROI_30870	BP	0006082	organic acid metabolic process	1.1868322224254868	0.462883536497	51
fig|657315.3.peg.231|ROI_30870	BP	0019438	aromatic compound biosynthetic process	1.1585144767133824	0.460985018646	52
fig|657315.3.peg.231|ROI_30870	BP	0018130	heterocycle biosynthetic process	1.1376238241619943	0.459569521178	53
fig|657315.3.peg.231|ROI_30870	BP	1901362	organic cyclic compound biosynthetic process	1.1162915933968465	0.458110626474	54
fig|657315.3.peg.231|ROI_30870	BP	0006796	phosphate-containing compound metabolic process	0.9897076860069668	0.449150845385	55
fig|657315.3.peg.231|ROI_30870	BP	0006793	phosphorus metabolic process	0.9805455701191051	0.448480671429	56
fig|657315.3.peg.231|ROI_30870	BP	0044281	small molecule metabolic process	0.8502604883983816	0.438588296305	57
fig|657315.3.peg.231|ROI_30870	BP	1901566	organonitrogen compound biosynthetic process	0.8329996364219033	0.437222317572	58
fig|657315.3.peg.231|ROI_30870	BP	0044271	cellular nitrogen compound biosynthetic process	0.831262602652684	0.437084072691	59
fig|657315.3.peg.231|ROI_30870	BP	0006139	nucleobase-containing compound metabolic process	0.7645147053973924	0.431657843848	60
fig|657315.3.peg.231|ROI_30870	BP	0006725	cellular aromatic compound metabolic process	0.6953498523717717	0.425778853445	61
fig|657315.3.peg.231|ROI_30870	BP	0046483	heterocycle metabolic process	0.694296830693511	0.425687139207	62
fig|657315.3.peg.231|ROI_30870	BP	1901360	organic cyclic compound metabolic process	0.6820598431179304	0.424616199718	63
fig|657315.3.peg.231|ROI_30870	BP	0044249	cellular biosynthetic process	0.6664320291693686	0.423234438575	64
fig|657315.3.peg.231|ROI_30870	BP	1901576	organic substance biosynthetic process	0.6561351361080983	0.422315149194	65
fig|657315.3.peg.231|ROI_30870	BP	0009058	biosynthetic process	0.6354869221850262	0.420449713606	66
fig|657315.3.peg.231|ROI_30870	BP	0034641	cellular nitrogen compound metabolic process	0.5542593764676808	0.412799364496	67
fig|657315.3.peg.231|ROI_30870	BP	1901564	organonitrogen compound metabolic process	0.5394150086058451	0.411341962674	68
fig|657315.3.peg.231|ROI_30870	BP	0006807	nitrogen compound metabolic process	0.37719989767269535	0.393876905814	69
fig|657315.3.peg.231|ROI_30870	BP	0044238	primary metabolic process	0.3415936030613387	0.389563605845	70
fig|657315.3.peg.231|ROI_30870	BP	0044237	cellular metabolic process	0.3243402876288228	0.387392679589	71
fig|657315.3.peg.231|ROI_30870	BP	0071704	organic substance metabolic process	0.2978363579711195	0.383942008105	72
fig|657315.3.peg.231|ROI_30870	BP	0009987	cellular process	0.23305267736253557	0.374796069212	73
fig|657315.3.peg.231|ROI_30870	BP	0008152	metabolic process	0.17744670703752707	0.365864663183	74
fig|657315.3.peg.232|ROI_30880	MF	0043565	sequence-specific DNA binding	4.781361951820418	0.622199047691	1
fig|657315.3.peg.232|ROI_30880	MF	0003677	DNA binding	2.6045574183828046	0.539033071149	2
fig|657315.3.peg.232|ROI_30880	MF	0003676	nucleic acid binding	1.7837286636402738	0.498623755029	3
fig|657315.3.peg.232|ROI_30880	MF	1901363	heterocyclic compound binding	1.0362102711170935	0.452505489054	4
fig|657315.3.peg.232|ROI_30880	MF	0097159	organic cyclic compound binding	1.0359513613666045	0.4524870224	5
fig|657315.3.peg.232|ROI_30880	MF	0005488	binding	0.7243531130997946	0.4282781763	6
fig|657315.3.peg.233|ROI_30890	MF	0003677	DNA binding	3.0943419910233576	0.560117571773	1
fig|657315.3.peg.233|ROI_30890	MF	0003676	nucleic acid binding	2.1191571610355084	0.516072361468	2
fig|657315.3.peg.233|ROI_30890	MF	1901363	heterocyclic compound binding	1.2310686379255167	0.465804529223	3
fig|657315.3.peg.233|ROI_30890	MF	0097159	organic cyclic compound binding	1.230761040439983	0.465784401002	4
fig|657315.3.peg.233|ROI_30890	MF	0005488	binding	0.8605670346806523	0.439397324453	5
fig|657315.3.peg.234|ROI_30900	BP	0015074	DNA integration	2.4636310504639325	0.532605313633	1
fig|657315.3.peg.234|ROI_30900	MF	0003677	DNA binding	1.0886396028415946	0.45619862142	1
fig|657315.3.peg.234|ROI_30900	BP	0006310	DNA recombination	2.0368430405277587	0.511926550657	2
fig|657315.3.peg.234|ROI_30900	MF	0003676	nucleic acid binding	0.7455537936146642	0.430073603493	2
fig|657315.3.peg.234|ROI_30900	BP	0006259	DNA metabolic process	1.419797515203351	0.477713432441	3
fig|657315.3.peg.234|ROI_30900	MF	1901363	heterocyclic compound binding	0.4331098750396207	0.400257693672	3
fig|657315.3.peg.234|ROI_30900	BP	0090304	nucleic acid metabolic process	0.9927129636852207	0.449369993855	4
fig|657315.3.peg.234|ROI_30900	MF	0097159	organic cyclic compound binding	0.4330016572649022	0.400245754799	4
fig|657315.3.peg.234|ROI_30900	BP	0006139	nucleobase-containing compound metabolic process	0.7667763669516828	0.431845494672	5
fig|657315.3.peg.234|ROI_30900	MF	0005488	binding	0.30276141343493873	0.384594499122	5
fig|657315.3.peg.234|ROI_30900	BP	0006725	cellular aromatic compound metabolic process	0.6974069037493162	0.425957814792	6
fig|657315.3.peg.234|ROI_30900	BP	0046483	heterocycle metabolic process	0.6963507669201908	0.425865964994	7
fig|657315.3.peg.234|ROI_30900	BP	0044260	cellular macromolecule metabolic process	0.6934526957539913	0.425613567984	8
fig|657315.3.peg.234|ROI_30900	BP	1901360	organic cyclic compound metabolic process	0.6840775787010587	0.424793442597	9
fig|657315.3.peg.234|ROI_30900	BP	0034641	cellular nitrogen compound metabolic process	0.5558990403145787	0.412959141429	10
fig|657315.3.peg.234|ROI_30900	BP	0043170	macromolecule metabolic process	0.5534379969253385	0.412719236373	11
fig|657315.3.peg.234|ROI_30900	BP	0006807	nitrogen compound metabolic process	0.37831576699584346	0.39400871429	12
fig|657315.3.peg.234|ROI_30900	BP	0044238	primary metabolic process	0.3426041383901965	0.389689039022	13
fig|657315.3.peg.234|ROI_30900	BP	0044237	cellular metabolic process	0.32529978252651254	0.387514904015	14
fig|657315.3.peg.234|ROI_30900	BP	0071704	organic substance metabolic process	0.2987174463733929	0.384059132244	15
fig|657315.3.peg.234|ROI_30900	BP	0009987	cellular process	0.23374211639725145	0.374899675139	16
fig|657315.3.peg.234|ROI_30900	BP	0008152	metabolic process	0.17797164709742244	0.365955067991	17
fig|657315.3.peg.238|ROI_30940	BP	0006355	regulation of transcription, DNA-templated	3.58684609824783	0.579693854046	1
fig|657315.3.peg.238|ROI_30940	BP	1903506	regulation of nucleic acid-templated transcription	3.580544783385304	0.579452195423	2
fig|657315.3.peg.238|ROI_30940	BP	2001141	regulation of RNA biosynthetic process	3.538028043950631	0.577816068315	3
fig|657315.3.peg.238|ROI_30940	BP	2000112	regulation of cellular macromolecule biosynthetic process	3.5197994947150986	0.577111588482	4
fig|657315.3.peg.238|ROI_30940	BP	0051252	regulation of RNA metabolic process	3.5173846262591355	0.577018124206	5
fig|657315.3.peg.238|ROI_30940	BP	0019219	regulation of nucleobase-containing compound metabolic process	3.49251885236661	0.576053855077	6
fig|657315.3.peg.238|ROI_30940	BP	0010556	regulation of macromolecule biosynthetic process	3.4724888268654555	0.575274612328	7
fig|657315.3.peg.238|ROI_30940	BP	0031326	regulation of cellular biosynthetic process	3.4686563320985346	0.575125258058	8
fig|657315.3.peg.238|ROI_30940	BP	0009889	regulation of biosynthetic process	3.4669096123914653	0.575057160132	9
fig|657315.3.peg.238|ROI_30940	BP	0051171	regulation of nitrogen compound metabolic process	3.3837690323031113	0.571795746613	10
fig|657315.3.peg.238|ROI_30940	BP	0010468	regulation of gene expression	3.381769994756761	0.571716838552	11
fig|657315.3.peg.238|ROI_30940	BP	0080090	regulation of primary metabolic process	3.3770828005184295	0.57153172931	12
fig|657315.3.peg.238|ROI_30940	BP	0031323	regulation of cellular metabolic process	3.353819979704542	0.570611114444	13
fig|657315.3.peg.238|ROI_30940	BP	0060255	regulation of macromolecule metabolic process	3.2990373205565935	0.568430422573	14
fig|657315.3.peg.238|ROI_30940	BP	0019222	regulation of metabolic process	3.2600399263343456	0.566867031048	15
fig|657315.3.peg.238|ROI_30940	BP	0050794	regulation of cellular process	2.6747572800029475	0.542170029108	16
fig|657315.3.peg.238|ROI_30940	BP	0050789	regulation of biological process	2.597647115400812	0.538722003324	17
fig|657315.3.peg.238|ROI_30940	BP	0065007	biological regulation	2.4862037027885036	0.533647007218	18
fig|657315.3.peg.240|ROI_30960	MF	0043565	sequence-specific DNA binding	2.2160803195138947	0.520852053008	1
fig|657315.3.peg.240|ROI_30960	MF	0003677	DNA binding	1.2071682700625708	0.46423299635	2
fig|657315.3.peg.240|ROI_30960	MF	0003676	nucleic acid binding	0.8267280383031952	0.436722499221	3
fig|657315.3.peg.240|ROI_30960	MF	1901363	heterocyclic compound binding	0.48026591833869914	0.405325372382	4
fig|657315.3.peg.240|ROI_30960	MF	0097159	organic cyclic compound binding	0.4801459180525107	0.405312800359	5
fig|657315.3.peg.240|ROI_30960	MF	0005488	binding	0.3357254051239347	0.388831516956	6
fig|657315.3.peg.241|ROI_30970	MF	0004803	transposase activity	8.26393013405909	0.722107198756	1
fig|657315.3.peg.241|ROI_30970	BP	0006313	transposition, DNA-mediated	7.803799415830453	0.710320284547	1
fig|657315.3.peg.241|ROI_30970	BP	0032196	transposition	7.53696733372835	0.703325367702	2
fig|657315.3.peg.241|ROI_30970	MF	0140097	catalytic activity, acting on DNA	5.0913781601416215	0.632330476918	2
fig|657315.3.peg.241|ROI_30970	BP	0006310	DNA recombination	5.790944562126872	0.654114819149	3
fig|657315.3.peg.241|ROI_30970	MF	0003677	DNA binding	3.095109177660552	0.560149232915	3
fig|657315.3.peg.241|ROI_30970	BP	0006259	DNA metabolic process	4.036623606430531	0.596426407717	4
fig|657315.3.peg.241|ROI_30970	MF	0003676	nucleic acid binding	2.1196825680722156	0.516098562838	4
fig|657315.3.peg.241|ROI_30970	BP	0090304	nucleic acid metabolic process	2.8223803329078536	0.548635150099	5
fig|657315.3.peg.241|ROI_30970	MF	1901363	heterocyclic compound binding	1.2313738593300112	0.465824499475	5
fig|657315.3.peg.241|ROI_30970	BP	0006139	nucleobase-containing compound metabolic process	2.1800204258329705	0.519086235189	6
fig|657315.3.peg.241|ROI_30970	MF	0097159	organic cyclic compound binding	1.2310661855811937	0.465804368759	6
fig|657315.3.peg.241|ROI_30970	BP	0006725	cellular aromatic compound metabolic process	1.9827962373627002	0.509158730271	7
fig|657315.3.peg.241|ROI_30970	MF	0005488	binding	0.860780396853073	0.439414021312	7
fig|657315.3.peg.241|ROI_30970	BP	0046483	heterocycle metabolic process	1.9797935367589754	0.509003857837	8
fig|657315.3.peg.241|ROI_30970	MF	0003824	catalytic activity	0.6308532233140937	0.420026942825	8
fig|657315.3.peg.241|ROI_30970	BP	0044260	cellular macromolecule metabolic process	1.971554036156017	0.508578278898	9
fig|657315.3.peg.241|ROI_30970	BP	1901360	organic cyclic compound metabolic process	1.944899658751013	0.507195425384	10
fig|657315.3.peg.241|ROI_30970	BP	0034641	cellular nitrogen compound metabolic process	1.5804755008354237	0.48724103156	11
fig|657315.3.peg.241|ROI_30970	BP	0043170	macromolecule metabolic process	1.5734785130712678	0.486836515917	12
fig|657315.3.peg.241|ROI_30970	BP	0006807	nitrogen compound metabolic process	1.0755888353006255	0.455287789804	13
fig|657315.3.peg.241|ROI_30970	BP	0044238	primary metabolic process	0.97405717215147	0.448004174129	14
fig|657315.3.peg.241|ROI_30970	BP	0044237	cellular metabolic process	0.924859191013	0.444338258792	15
fig|657315.3.peg.241|ROI_30970	BP	0071704	organic substance metabolic process	0.8492830018164821	0.438511313044	16
fig|657315.3.peg.241|ROI_30970	BP	0009987	cellular process	0.6645517651374682	0.423067104579	17
fig|657315.3.peg.241|ROI_30970	BP	0008152	metabolic process	0.5059908502839473	0.407985165131	18
fig|657315.3.peg.242	MF	0003700	DNA-binding transcription factor activity	4.683815056148725	0.618943631887	1
fig|657315.3.peg.242	BP	0006355	regulation of transcription, DNA-templated	3.595290659301008	0.580017374645	1
fig|657315.3.peg.242	MF	0140110	transcription regulator activity	4.632372892007777	0.617213204484	2
fig|657315.3.peg.242	BP	1903506	regulation of nucleic acid-templated transcription	3.5889745091663197	0.57977543172	2
fig|657315.3.peg.242	BP	2001141	regulation of RNA biosynthetic process	3.5463576719878063	0.578137379765	3
fig|657315.3.peg.242	MF	0003677	DNA binding	2.744438898239341	0.545243374611	3
fig|657315.3.peg.242	BP	2000112	regulation of cellular macromolecule biosynthetic process	3.5280862070283443	0.577432071136	4
fig|657315.3.peg.242	MF	0003676	nucleic acid binding	1.8795263616950346	0.503763129345	4
fig|657315.3.peg.242	BP	0051252	regulation of RNA metabolic process	3.5256656532143946	0.577338496903	5
fig|657315.3.peg.242	MF	1901363	heterocyclic compound binding	1.0918614251839525	0.456422635429	5
fig|657315.3.peg.242	BP	0019219	regulation of nucleobase-containing compound metabolic process	3.5007413374887326	0.576373093346	6
fig|657315.3.peg.242	MF	0097159	organic cyclic compound binding	1.0915886103151535	0.456403679371	6
fig|657315.3.peg.242	BP	0010556	regulation of macromolecule biosynthetic process	3.4806641550233235	0.575592933845	7
fig|657315.3.peg.242	MF	0005488	binding	0.7632555326371611	0.431553249563	7
fig|657315.3.peg.242	BP	0031326	regulation of cellular biosynthetic process	3.476822637361314	0.575443403865	8
fig|657315.3.peg.242	BP	0009889	regulation of biosynthetic process	3.4750718053280383	0.575375225824	9
fig|657315.3.peg.242	BP	0051171	regulation of nitrogen compound metabolic process	3.391735486229611	0.572109975367	10
fig|657315.3.peg.242	BP	0010468	regulation of gene expression	3.389731742321699	0.572030974473	11
fig|657315.3.peg.242	BP	0080090	regulation of primary metabolic process	3.3850335129575684	0.571845647457	12
fig|657315.3.peg.242	BP	0031323	regulation of cellular metabolic process	3.361715924165003	0.57092394952	13
fig|657315.3.peg.242	BP	0060255	regulation of macromolecule metabolic process	3.306804289449896	0.568740692142	14
