gene	ontology	GO_id	GO_name
fig|999419.3.peg.3|HMPREF1077_00005	MF	GO:0030246	carbohydrate binding
fig|999419.3.peg.3|HMPREF1077_00005	BP	GO:0006517	protein deglycosylation
fig|999419.3.peg.3|HMPREF1077_00005	CC	GO:0005829	cytosol
fig|999419.3.peg.5|HMPREF1077_00007	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.6|HMPREF1077_00008	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.8|HMPREF1077_00010	MF	GO:0008236	serine-type peptidase activity
fig|999419.3.peg.8|HMPREF1077_00010	BP	GO:0006508	proteolysis
fig|999419.3.peg.8|HMPREF1077_00010	CC	GO:0005737	cytoplasm
fig|999419.3.peg.9|HMPREF1077_00011	MF	GO:0016987	sigma factor activity
fig|999419.3.peg.9|HMPREF1077_00011	BP	GO:2000142	regulation of DNA-templated transcription, initiation
fig|999419.3.peg.10|HMPREF1077_00013	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.11|HMPREF1077_00014	CC	GO:0009279	cell outer membrane
fig|999419.3.peg.12|HMPREF1077_00015	BP	GO:0007218	neuropeptide signaling pathway
fig|999419.3.peg.14|HMPREF1077_00017	MF	GO:0008236	serine-type peptidase activity
fig|999419.3.peg.14|HMPREF1077_00017	BP	GO:0006508	proteolysis
fig|999419.3.peg.14|HMPREF1077_00017	CC	GO:0005737	cytoplasm
fig|999419.3.peg.15|HMPREF1077_00018	MF	GO:0003676	nucleic acid binding
fig|999419.3.peg.15|HMPREF1077_00018	BP	GO:0090305	nucleic acid phosphodiester bond hydrolysis
fig|999419.3.peg.15|HMPREF1077_00018	CC	GO:0005829	cytosol
fig|999419.3.peg.16|HMPREF1077_00019	MF	GO:0015293	symporter activity
fig|999419.3.peg.16|HMPREF1077_00019	BP	GO:0055085	transmembrane transport
fig|999419.3.peg.16|HMPREF1077_00019	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.17|HMPREF1077_00020	MF	GO:0015297	antiporter activity
fig|999419.3.peg.17|HMPREF1077_00020	BP	GO:0055085	transmembrane transport
fig|999419.3.peg.17|HMPREF1077_00020	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.18|HMPREF1077_00021	MF	GO:0036055	protein-succinyllysine desuccinylase activity
fig|999419.3.peg.18|HMPREF1077_00021	BP	GO:0036047	peptidyl-lysine demalonylation
fig|999419.3.peg.18|HMPREF1077_00021	CC	GO:0005737	cytoplasm
fig|999419.3.peg.19|HMPREF1077_00022	MF	GO:0003824	catalytic activity
fig|999419.3.peg.20|HMPREF1077_00023	MF	GO:0016787	hydrolase activity
fig|999419.3.peg.21|HMPREF1077_00025	MF	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
fig|999419.3.peg.21|HMPREF1077_00025	BP	GO:0000413	protein peptidyl-prolyl isomerization
fig|999419.3.peg.22|HMPREF1077_00026	MF	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
fig|999419.3.peg.22|HMPREF1077_00026	BP	GO:0000413	protein peptidyl-prolyl isomerization
fig|999419.3.peg.22|HMPREF1077_00026	CC	GO:0016020	membrane
fig|999419.3.peg.23|HMPREF1077_00027	MF	GO:0043565	sequence-specific DNA binding
fig|999419.3.peg.23|HMPREF1077_00027	BP	GO:0006355	regulation of transcription, DNA-templated
fig|999419.3.peg.24|HMPREF1077_00028	MF	GO:0004252	serine-type endopeptidase activity
fig|999419.3.peg.24|HMPREF1077_00028	BP	GO:0006508	proteolysis
fig|999419.3.peg.24|HMPREF1077_00028	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.25|HMPREF1077_00029	MF	GO:0008855	exodeoxyribonuclease VII activity
fig|999419.3.peg.25|HMPREF1077_00029	CC	GO:0009318	exodeoxyribonuclease VII complex
fig|999419.3.peg.25|HMPREF1077_00029	BP	GO:0006308	DNA catabolic process
fig|999419.3.peg.26|HMPREF1077_00030	MF	GO:0008855	exodeoxyribonuclease VII activity
fig|999419.3.peg.26|HMPREF1077_00030	CC	GO:0009318	exodeoxyribonuclease VII complex
fig|999419.3.peg.26|HMPREF1077_00030	BP	GO:0006308	DNA catabolic process
fig|999419.3.peg.27|HMPREF1077_00031	MF	GO:0050518	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity
fig|999419.3.peg.27|HMPREF1077_00031	BP	GO:0016114	terpenoid biosynthetic process
fig|999419.3.peg.28|HMPREF1077_00032	MF	GO:0004003	ATP-dependent DNA helicase activity
fig|999419.3.peg.28|HMPREF1077_00032	BP	GO:0032508	DNA duplex unwinding
fig|999419.3.peg.29|HMPREF1077_00033	MF	GO:0016787	hydrolase activity
fig|999419.3.peg.29|HMPREF1077_00033	BP	GO:0006508	proteolysis
fig|999419.3.peg.31|HMPREF1077_00035	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.31|HMPREF1077_00035	MF	GO:0016853	isomerase activity
fig|999419.3.peg.31|HMPREF1077_00035	BP	GO:0006094	gluconeogenesis
fig|999419.3.peg.32|HMPREF1077_00036	MF	GO:0004807	triose-phosphate isomerase activity
fig|999419.3.peg.32|HMPREF1077_00036	BP	GO:0006094	gluconeogenesis
fig|999419.3.peg.32|HMPREF1077_00036	CC	GO:0005737	cytoplasm
fig|999419.3.peg.33|HMPREF1077_00037	MF	GO:0042834	peptidoglycan binding
fig|999419.3.peg.33|HMPREF1077_00037	BP	GO:0051301	cell division
fig|999419.3.peg.34|HMPREF1077_00038	MF	GO:0003934	GTP cyclohydrolase I activity
fig|999419.3.peg.553	MF	GO:0016893	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5-phosphomonoesters	0.3797406769239597	0.394176744919	15
fig|999419.3.peg.563	BP	0090304	nucleic acid metabolic process	0.9978504581778366	0.449743859311	10
fig|999419.3.peg.563	MF	0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	1.3686541921058386	0.47456874662	11
fig|999419.3.peg.563	BP	0010467	gene expression	0.9718653819882244	0.447842854251	11
fig|999419.3.peg.563	MF	0016817	hydrolase activity, acting on acid anhydrides	1.3673967916548964	0.474490698374	12
fig|999419.3.peg.563	BP	0006139	nucleobase-containing compound metabolic process	0.7707445929207067	0.432174072196	12
fig|999419.3.peg.563	MF	0035639	purine ribonucleoside triphosphate binding	0.9939125178291103	0.449457374147	13
fig|999419.3.peg.563	BP	0006725	cellular aromatic compound metabolic process	0.7010161284277404	0.426271176996	13
fig|999419.3.peg.563	MF	0032555	purine ribonucleotide binding	0.9872596458215656	0.448972085322	14
fig|999419.3.peg.563	BP	0046483	heterocycle metabolic process	0.6999545258725275	0.426179089835	14
fig|999419.3.peg.563	MF	0017076	purine nucleotide binding	0.9856452154772903	0.448854075571	15
fig|999419.3.peg.563	BP	1901360	organic cyclic compound metabolic process	0.6876178213710569	0.425103795757	15
fig|999419.3.peg.563	MF	0032553	ribonucleotide binding	0.9699533334012569	0.447701975253	16
fig|999419.3.peg.563	BP	0034641	cellular nitrogen compound metabolic process	0.5587759325911383	0.41323891163	16
fig|999419.3.peg.563	MF	0097367	carbohydrate derivative binding	0.9533857429689451	0.446475420135	17
fig|999419.3.peg.563	BP	0043170	macromolecule metabolic process	0.5563021527943757	0.412998386597	17
fig|999419.3.peg.563	MF	0046872	metal ion binding	0.8714944659833194	0.440249816253	18
fig|999419.3.peg.563	BP	0006807	nitrogen compound metabolic process	0.3802736291780756	0.394239511585	18
fig|999419.3.peg.563	MF	0043169	cation binding	0.8663565960807802	0.439849660634	19
fig|999419.3.peg.563	BP	0044238	primary metabolic process	0.3443771855231693	0.389908673135	19
fig|999419.3.peg.563	MF	0000166	nucleotide binding	0.8648478959204724	0.439731932459	20
fig|999419.3.peg.563	BP	0044237	cellular metabolic process	0.3269832760461046	0.38772891959	20
fig|999419.3.peg.563	MF	1901265	nucleoside phosphate binding	0.8648478617011028	0.439731929788	21
fig|999419.3.peg.563	BP	0071704	organic substance metabolic process	0.30026337081654164	0.384264217193	21
fig|999419.3.peg.563	MF	0043168	anion binding	0.8564594194922341	0.439075474695	22
fig|999419.3.peg.563	BP	0009987	cellular process	0.2349517800962379	0.375081089632	22
fig|999419.3.peg.563	MF	0036094	small molecule binding	0.8057334488851109	0.435035377132	23
fig|999419.3.peg.563	BP	0008152	metabolic process	0.1788926871062187	0.366113367258	23
fig|999419.3.peg.563	MF	0016787	hydrolase activity	0.7948714747055632	0.434153880189	24
fig|999419.3.peg.563	MF	0043167	ion binding	0.5932366113494787	0.416535733138	25
fig|999419.3.peg.563	MF	1901363	heterocyclic compound binding	0.4353513080410125	0.400504639979	26
fig|999419.3.peg.563	MF	0097159	organic cyclic compound binding	0.4352425302169727	0.400492670253	27
fig|999419.3.peg.563	MF	0005488	binding	0.30432826624234477	0.384800967599	28
fig|999419.3.peg.563	MF	0003824	catalytic activity	0.2230376858098258	0.373273409215	29
fig|999419.3.peg.566	MF	0016491	oxidoreductase activity	1.0369554422829337	0.452558625274	1
fig|999419.3.peg.566	BP	0055114	oxidation-reduction process	0.9229880294914888	0.444196930236	1
fig|999419.3.peg.566	MF	0052873	FMN reductase (NADPH) activity	0.4498507906948021	0.402086971481	2
fig|999419.3.peg.566	BP	0008152	metabolic process	0.18795318603797484	0.36764938077	2
fig|999419.3.peg.566	MF	0052874	FMN reductase (NADH) activity	0.28182519442925735	0.381782629996	3
fig|999419.3.peg.566	MF	0016646	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor	0.2531279022290041	0.377752759618	4
fig|999419.3.peg.566	MF	0016645	oxidoreductase activity, acting on the CH-NH group of donors	0.24205374920079634	0.376136887366	5
fig|999419.3.peg.566	MF	0003824	catalytic activity	0.2343340263518034	0.374988502978	6
fig|999419.3.peg.567	BP	0009052	pentose-phosphate shunt, non-oxidative branch	4.824866880378287	0.623640216081	1
fig|999419.3.peg.567	MF	0004751	ribose-5-phosphate isomerase activity	4.796306804300757	0.62269485563	1
fig|999419.3.peg.567	BP	0006098	pentose-phosphate shunt	3.610133036561645	0.58058508335	2
fig|999419.3.peg.567	MF	0016861	intramolecular oxidoreductase activity, interconverting aldoses and ketoses	3.345058969095684	0.570263574399	2
fig|999419.3.peg.567	BP	0051156	glucose 6-phosphate metabolic process	3.5340240032612806	0.57766147974	3
fig|999419.3.peg.567	MF	0016860	intramolecular oxidoreductase activity	3.212333363918228	0.564941719954	3
fig|999419.3.peg.567	BP	0006739	NADP metabolic process	3.4439030291865045	0.574158615228	4
fig|999419.3.peg.567	MF	0016853	isomerase activity	2.1224885773732525	0.51623843995	4
fig|999419.3.peg.567	BP	0019682	glyceraldehyde-3-phosphate metabolic process	3.2293421526335107	0.5656297794	5
fig|999419.3.peg.567	MF	0003824	catalytic activity	0.2561569438344094	0.378188550762	5
fig|999419.3.peg.567	BP	0006081	cellular aldehyde metabolic process	2.9472921657683644	0.55397470514	6
fig|999419.3.peg.567	BP	0046496	nicotinamide nucleotide metabolic process	2.6519541418214048	0.541155609471	7
fig|999419.3.peg.567	BP	0019362	pyridine nucleotide metabolic process	2.6519229202887957	0.541154217567	8
fig|999419.3.peg.567	BP	0006733	oxidoreduction coenzyme metabolic process	2.5798723350784183	0.537919964058	9
fig|999419.3.peg.567	BP	0072524	pyridine-containing compound metabolic process	2.5787871116012893	0.537870906902	10
fig|999419.3.peg.567	BP	0006732	coenzyme metabolic process	2.0052566416954685	0.51031348688	11
fig|999419.3.peg.567	BP	0051186	cofactor metabolic process	1.7938536303067194	0.499173360237	12
fig|999419.3.peg.567	BP	0019693	ribose phosphate metabolic process	1.6787317844789265	0.492829661036	13
fig|999419.3.peg.567	BP	0009117	nucleotide metabolic process	1.5723607136194906	0.486771809514	14
fig|999419.3.peg.567	BP	0006753	nucleoside phosphate metabolic process	1.5680270927287734	0.486520730163	15
fig|999419.3.peg.567	BP	0055086	nucleobase-containing small molecule metabolic process	1.4791434433899544	0.481292299896	16
fig|999419.3.peg.567	BP	0019637	organophosphate metabolic process	1.4296106955048744	0.47831030925	17
fig|999419.3.peg.567	BP	1901135	carbohydrate derivative metabolic process	1.3920372583927192	0.476013680715	18
fig|999419.3.peg.567	BP	0006796	phosphate-containing compound metabolic process	1.1459336406512648	0.460134117179	19
fig|999419.3.peg.567	BP	0006793	phosphorus metabolic process	1.1353252792493185	0.45941298677	20
fig|999419.3.peg.567	BP	0044281	small molecule metabolic process	0.9844746188678396	0.448768448206	21
fig|999419.3.peg.567	BP	0006139	nucleobase-containing compound metabolic process	0.8851938123488476	0.441311041111	22
fig|999419.3.peg.567	BP	0006725	cellular aromatic compound metabolic process	0.8051112455936761	0.434985043636	23
fig|999419.3.peg.567	BP	0046483	heterocycle metabolic process	0.8038920038089401	0.434886355936	24
fig|999419.3.peg.567	BP	1901360	organic cyclic compound metabolic process	0.7897234003704188	0.433733987922	25
fig|999419.3.peg.567	BP	0034641	cellular nitrogen compound metabolic process	0.6417495530455429	0.421018663579	26
fig|999419.3.peg.567	BP	1901564	organonitrogen compound metabolic process	0.6245619927713466	0.419450448697	27
fig|999419.3.peg.567	BP	0006807	nitrogen compound metabolic process	0.43674112882489385	0.40065744207	28
fig|999419.3.peg.567	BP	0044238	primary metabolic process	0.39551435915241284	0.396016181778	29
fig|999419.3.peg.567	BP	0044237	cellular metabolic process	0.3755375974818478	0.39368018987	30
fig|999419.3.peg.567	BP	0071704	organic substance metabolic process	0.34485000655613357	0.389967147731	31
fig|999419.3.peg.567	BP	0009987	cellular process	0.26984018292416806	0.380125800428	32
fig|999419.3.peg.567	BP	0008152	metabolic process	0.20545677667462356	0.370515297925	33
fig|999419.3.peg.568	BP	0009116	nucleoside metabolic process	2.3757348101798668	0.528502841877	1
fig|999419.3.peg.568	MF	0004850	uridine phosphorylase activity	0.6054014740537583	0.4176765617	1
fig|999419.3.peg.568	BP	1901657	glycosyl compound metabolic process	2.3620820505787443	0.527858845569	2
fig|999419.3.peg.568	MF	0016763	transferase activity, transferring pentosyl groups	0.4120331394168792	0.397903600572	2
fig|999419.3.peg.568	BP	0055086	nucleobase-containing small molecule metabolic process	1.4288517994820238	0.478264223395	3
fig|999419.3.peg.568	MF	0016757	transferase activity, transferring glycosyl groups	0.3241340667814121	0.387366386732	3
fig|999419.3.peg.568	BP	1901135	carbohydrate derivative metabolic process	1.3447072699331744	0.473076118141	4
fig|999419.3.peg.568	MF	0003824	catalytic activity	0.2474474749445368	0.376928422468	4
fig|999419.3.peg.568	BP	0044281	small molecule metabolic process	0.9510019714449324	0.446298067092	5
fig|999419.3.peg.568	MF	0016740	transferase activity	0.12759425815494513	0.356565931482	5
fig|999419.3.peg.568	BP	0006139	nucleobase-containing compound metabolic process	0.8550967638177572	0.438968534197	6
fig|999419.3.peg.568	MF	0004731	purine-nucleoside phosphorylase activity	0.08534348384381463	0.347118157476	6
fig|999419.3.peg.568	BP	0006725	cellular aromatic compound metabolic process	0.7777370458494849	0.432751010332	7
fig|999419.3.peg.568	BP	0046483	heterocycle metabolic process	0.7765592589175218	0.432654014857	8
fig|999419.3.peg.568	BP	1901360	organic cyclic compound metabolic process	0.7628723953413423	0.431521406812	9
fig|999419.3.peg.568	BP	0034641	cellular nitrogen compound metabolic process	0.6199297355396276	0.419024115617	10
fig|999419.3.peg.568	BP	1901564	organonitrogen compound metabolic process	0.6033265612253048	0.417482791344	11
fig|999419.3.peg.568	BP	0006807	nitrogen compound metabolic process	0.4218917040250447	0.399012033546	12
fig|999419.3.peg.568	BP	0044238	primary metabolic process	0.38206666589463156	0.394450358215	13
fig|999419.3.peg.568	BP	0044237	cellular metabolic process	0.3627691244774229	0.392154422199	14
fig|999419.3.peg.568	BP	0071704	organic substance metabolic process	0.3331249275525577	0.38850504861	15
fig|999419.3.peg.568	BP	0009987	cellular process	0.2606654768114389	0.378832453583	16
fig|999419.3.peg.568	BP	0008152	metabolic process	0.19847113975268285	0.369386744997	17
fig|999419.3.peg.569	CC	0005886	plasma membrane	1.0945164706378891	0.456606993029	1
fig|999419.3.peg.569	CC	0071944	cell periphery	1.0419229867779713	0.452912361182	2
fig|999419.3.peg.569	CC	0044464	cell part	0.32442555026653447	0.387403548009	3
fig|999419.3.peg.569	CC	0005623	cell	0.31022796570782385	0.38557365832	4
fig|999419.3.peg.569	CC	0016021	integral component of membrane	0.2819001631919656	0.38179288175	5
fig|999419.3.peg.569	CC	0031224	intrinsic component of membrane	0.2812371362432203	0.381702167456	6
fig|999419.3.peg.569	CC	0044425	membrane part	0.2722276386337425	0.380458736753	7
fig|999419.3.peg.569	CC	0016020	membrane	0.24257893292250043	0.376214343638	8
fig|999419.3.peg.570	CC	0016021	integral component of membrane	0.8320866829758413	0.437149676559	1
fig|999419.3.peg.570	CC	0031224	intrinsic component of membrane	0.8301296216947899	0.43699382457	2
fig|999419.3.peg.570	CC	0044425	membrane part	0.8035362245989387	0.434857544402	3
fig|999419.3.peg.570	CC	0016020	membrane	0.6939885462941974	0.425660275632	4
fig|999419.3.peg.571	MF	0008168	methyltransferase activity	5.21921133366726	0.63641801476	1
fig|999419.3.peg.571	BP	0032259	methylation	4.9901242905661976	0.629056270208	1
fig|999419.3.peg.571	MF	0016741	transferase activity, transferring one-carbon groups	5.060248574962887	0.63132734594	2
fig|999419.3.peg.571	BP	0008152	metabolic process	0.5063749225645835	0.40802435699	2
fig|999419.3.peg.571	MF	0016740	transferase activity	2.3253172661650896	0.526115349367	3
fig|999419.3.peg.571	MF	0003824	catalytic activity	0.6313320723606503	0.420070703971	4
fig|999419.3.peg.572	BP	0008033	tRNA processing	2.2193894143163804	0.521013374061	1
fig|999419.3.peg.572	MF	0051539	4 iron, 4 sulfur cluster binding	2.208317840402753	0.520473152551	1
fig|999419.3.peg.572	BP	0034470	ncRNA processing	2.009749899380261	0.510543721106	2
fig|999419.3.peg.572	MF	0051536	iron-sulfur cluster binding	1.893856941343623	0.504520573637	2
fig|999419.3.peg.572	BP	0006399	tRNA metabolic process	1.910700622107573	0.505407193802	3
fig|999419.3.peg.572	MF	0051540	metal cluster binding	1.8935802538573066	0.504505976475	3
fig|999419.3.peg.572	BP	0006396	RNA processing	1.7909049539780426	0.499013460113	4
fig|999419.3.peg.572	MF	0048037	cofactor binding	1.1188660958449224	0.458287429998	4
fig|999419.3.peg.572	BP	0034660	ncRNA metabolic process	1.7814675970287805	0.498500806518	5
fig|999419.3.peg.572	MF	0005524	ATP binding	1.028248468276758	0.451936556557	5
fig|999419.3.peg.572	BP	0016070	RNA metabolic process	1.370387687977016	0.474676287879	6
fig|999419.3.peg.572	MF	0032559	adenyl ribonucleotide binding	1.023636163577452	0.451605963739	6
fig|999419.3.peg.572	BP	0090304	nucleic acid metabolic process	1.05251221239455	0.4536636099	7
fig|999419.3.peg.572	MF	0030554	adenyl nucleotide binding	1.0219594555197569	0.451485599018	7
fig|999419.3.peg.572	BP	0010467	gene expression	1.0251036865924852	0.451711230961	8
fig|999419.3.peg.572	MF	0035639	purine ribonucleoside triphosphate binding	0.9745286871655812	0.448038854791	8
fig|999419.3.peg.572	MF	0032555	purine ribonucleotide binding	0.9680055631409898	0.447558321451	9
fig|999419.3.peg.572	BP	0006139	nucleobase-containing compound metabolic process	0.8129656002438143	0.435619006521	9
fig|999419.3.peg.572	MF	0017076	purine nucleotide binding	0.9664226183086184	0.447441468112	10
fig|999419.3.peg.572	BP	0006725	cellular aromatic compound metabolic process	0.7394174449777602	0.429556588009	10
fig|999419.3.peg.572	MF	0008144	drug binding	0.9613259962265627	0.447064582785	11
fig|999419.3.peg.572	BP	0046483	heterocycle metabolic process	0.7382976883600089	0.42946201223	11
fig|999419.3.peg.572	MF	0032553	ribonucleotide binding	0.9510367679803471	0.446300657558	12
fig|999419.3.peg.572	BP	1901360	organic cyclic compound metabolic process	0.7252851852919522	0.428357658772	12
fig|999419.3.peg.572	MF	0097367	carbohydrate derivative binding	0.9347922878436418	0.445086121808	13
fig|999419.3.peg.572	BP	0034641	cellular nitrogen compound metabolic process	0.58938540161447	0.416172131036	13
fig|999419.3.peg.572	MF	0046872	metal ion binding	0.9326162053620406	0.444922625715	14
fig|999419.3.peg.572	BP	0043170	macromolecule metabolic process	0.5867761093848285	0.415925105912	14
fig|999419.3.peg.572	MF	0043169	cation binding	0.9271179940489677	0.444508675529	15
fig|999419.3.peg.572	BP	0006807	nitrogen compound metabolic process	0.40110483036947214	0.396659280026	15
fig|999419.3.peg.572	MF	0000166	nucleotide binding	0.8479811547702073	0.438408715517	16
fig|999419.3.peg.572	BP	0044238	primary metabolic process	0.3632419972979576	0.39221140245	16
fig|999419.3.peg.572	MF	1901265	nucleoside phosphate binding	0.8479811212182028	0.438408712872	17
fig|999419.3.peg.572	BP	0044237	cellular metabolic process	0.3448952580687882	0.389972741962	17
fig|999419.3.peg.572	MF	0043168	anion binding	0.8397562750405649	0.437758690573	18
fig|999419.3.peg.572	BP	0071704	organic substance metabolic process	0.31671164965566473	0.386414407409	18
fig|999419.3.peg.572	MF	0016740	transferase activity	0.8054694661195251	0.435014024468	19
fig|999419.3.peg.572	BP	0009987	cellular process	0.2478223223214248	0.376983109607	19
fig|999419.3.peg.572	MF	0036094	small molecule binding	0.7900195903181182	0.433758183094	20
fig|999419.3.peg.572	BP	0008152	metabolic process	0.188692339963646	0.367773038227	20
fig|999419.3.peg.572	MF	0043167	ion binding	0.5816669834279787	0.415439822459	21
fig|999419.3.peg.572	MF	1901363	heterocyclic compound binding	0.4268608464733841	0.399565822616	22
fig|999419.3.peg.572	MF	0097159	organic cyclic compound binding	0.4267541900945251	0.399553970185	23
fig|999419.3.peg.572	MF	0005488	binding	0.2983930883739227	0.384016035062	24
fig|999419.3.peg.572	MF	0003824	catalytic activity	0.22297810622619693	0.373264249669	25
fig|999419.3.peg.572	MF	0016787	hydrolase activity	0.17598468578127643	0.365612167666	26
fig|999419.3.peg.572	MF	0016874	ligase activity	0.016553350655776154	0.323381406639	27
fig|999419.3.peg.573	CC	0016021	integral component of membrane	0.8321256034269394	0.437152774158	1
fig|999419.3.peg.573	CC	0031224	intrinsic component of membrane	0.8301684506052956	0.436996918524	2
fig|999419.3.peg.573	CC	0044425	membrane part	0.8035738096161912	0.434860588394	3
fig|999419.3.peg.573	CC	0016020	membrane	0.6940210072719193	0.425663104528	4
fig|999419.3.peg.574	MF	0052381	tRNA dimethylallyltransferase activity	4.061090555450213	0.597309184108	1
fig|999419.3.peg.574	BP	0008033	tRNA processing	2.1404110812451957	0.517129688232	1
fig|999419.3.peg.574	CC	0016021	integral component of membrane	0.0027460597581874936	0.312308895302	1
fig|999419.3.peg.574	MF	0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	2.474965821172371	0.533128989856	2
fig|999419.3.peg.574	BP	0034470	ncRNA processing	1.9382317169832683	0.506848007209	2
fig|999419.3.peg.574	CC	0031224	intrinsic component of membrane	0.0027396010474087296	0.312299942004	2
fig|999419.3.peg.574	MF	0140101	catalytic activity, acting on a tRNA	2.0374143387331465	0.511955610298	3
fig|999419.3.peg.574	BP	0006399	tRNA metabolic process	1.8427071689718992	0.50180370101	3
fig|999419.3.peg.574	CC	0044425	membrane part	0.00265183728542032	0.31217721817	3
fig|999419.3.peg.574	BP	0006396	RNA processing	1.7271745031424555	0.495524760282	4
fig|999419.3.peg.574	MF	0140098	catalytic activity, acting on RNA	1.676775298136024	0.492720000749	4
fig|999419.3.peg.574	CC	0016020	membrane	0.0022903070781110733	0.311648858593	4
fig|999419.3.peg.574	BP	0034660	ncRNA metabolic process	1.718072980326511	0.495021310859	5
fig|999419.3.peg.574	MF	0005524	ATP binding	1.057059554475407	0.453985059096	5
fig|999419.3.peg.574	BP	0016070	RNA metabolic process	1.3216216018816487	0.471624537134	6
fig|999419.3.peg.574	MF	0032559	adenyl ribonucleotide binding	1.0523180149536175	0.45364986674	6
fig|999419.3.peg.574	MF	0030554	adenyl nucleotide binding	1.0505943262469155	0.453527827385	7
fig|999419.3.peg.574	BP	0090304	nucleic acid metabolic process	1.0150579199951288	0.450989120339	7
fig|999419.3.peg.574	MF	0035639	purine ribonucleoside triphosphate binding	1.0018345678697247	0.450033128597	8
fig|999419.3.peg.574	BP	0010467	gene expression	0.9886247433885776	0.449071794371	8
fig|999419.3.peg.574	MF	0032555	purine ribonucleotide binding	0.995128668675167	0.449545909596	9
fig|999419.3.peg.574	BP	0006139	nucleobase-containing compound metabolic process	0.7840357209097505	0.433268489395	9
fig|999419.3.peg.574	MF	0017076	purine nucleotide binding	0.9935013703996151	0.449427430476	10
fig|999419.3.peg.574	BP	0006725	cellular aromatic compound metabolic process	0.7131048218430384	0.427314915419	10
fig|999419.3.peg.574	MF	0008144	drug binding	0.9882619431273176	0.449045301543	11
fig|999419.3.peg.574	BP	0046483	heterocycle metabolic process	0.7120249124510802	0.427222037651	11
fig|999419.3.peg.574	MF	0032553	ribonucleotide binding	0.9776844150673263	0.448270747822	12
fig|999419.3.peg.574	BP	1901360	organic cyclic compound metabolic process	0.699475467282989	0.426137511732	12
fig|999419.3.peg.574	MF	0097367	carbohydrate derivative binding	0.960984771483351	0.447039314234	13
fig|999419.3.peg.574	BP	0034641	cellular nitrogen compound metabolic process	0.5684117607312005	0.414170762708	13
fig|999419.3.peg.574	MF	0000166	nucleotide binding	0.8717412272611086	0.440269005174	14
fig|999419.3.peg.574	BP	0043170	macromolecule metabolic process	0.5658953217653727	0.413928172669	14
fig|999419.3.peg.574	MF	1901265	nucleoside phosphate binding	0.8717411927689912	0.440269002492	15
fig|999419.3.peg.574	BP	0006807	nitrogen compound metabolic process	0.3868312690534474	0.395008245021	15
fig|999419.3.peg.574	MF	0043168	anion binding	0.8632858898880318	0.439609936431	16
fig|999419.3.peg.574	BP	0044238	primary metabolic process	0.3503158081114253	0.390640224546	16
fig|999419.3.peg.574	MF	0016740	transferase activity	0.8356568494599765	0.437433517935	17
fig|999419.3.peg.574	BP	0044237	cellular metabolic process	0.3326219488465672	0.388441756922	17
fig|999419.3.peg.574	MF	0036094	small molecule binding	0.8121556043434268	0.435553769883	18
fig|999419.3.peg.574	BP	0071704	organic substance metabolic process	0.30544127141889454	0.384947308634	18
fig|999419.3.peg.574	MF	0043167	ion binding	0.5979650457305047	0.416980545856	19
fig|999419.3.peg.574	BP	0009987	cellular process	0.2390034130356	0.375685340157	19
fig|999419.3.peg.574	MF	1901363	heterocyclic compound binding	0.4388213064419592	0.400885691018	20
fig|999419.3.peg.574	BP	0008152	metabolic process	0.18197760735408258	0.366640626207	20
fig|999419.3.peg.574	MF	0097159	organic cyclic compound binding	0.438711661596577	0.400873673684	21
fig|999419.3.peg.574	MF	0005488	binding	0.3067539362190256	0.385119559234	22
fig|999419.3.peg.574	MF	0003824	catalytic activity	0.22688386579695352	0.373862140062	23
fig|999419.3.peg.576	MF	0008780	acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity	5.004095537316972	0.62951001582	1
fig|999419.3.peg.576	BP	0009245	lipid A biosynthetic process	3.384413362195549	0.571821175296	1
fig|999419.3.peg.576	CC	0005737	cytoplasm	0.5998024435604995	0.417152918636	1
fig|999419.3.peg.576	MF	0008374	O-acyltransferase activity	3.805273807896116	0.587943252175	2
fig|999419.3.peg.576	BP	0046493	lipid A metabolic process	3.3841293497372664	0.571809966953	2
fig|999419.3.peg.576	CC	0044424	intracellular part	0.5046385270313896	0.407847051586	2
fig|999419.3.peg.576	BP	1901271	lipooligosaccharide biosynthetic process	3.3774664831196763	0.571546886739	3
fig|999419.3.peg.576	MF	0016747	transferase activity, transferring acyl groups other than amino-acyl groups	2.542094604002117	0.536206117025	3
fig|999419.3.peg.576	CC	0005622	intracellular	0.5046375202450222	0.407846948694	3
fig|999419.3.peg.576	BP	1901269	lipooligosaccharide metabolic process	3.3771860121071224	0.571535806781	4
